iter	Passed	Remaining
0	81	487114
1	134	402890
2	201	402676
3	283	425483
4	352	422596
5	443	442991
6	500	428913
7	576	431756
8	653	435265
9	721	432400
10	788	429469
11	840	419191
12	890	410041
13	961	410995
14	1054	420789
15	1139	425987
16	1202	423325
17	1313	436663
18	1398	440156
19	1486	444371
20	1547	440478
21	1630	442995
22	1708	443897
23	1786	444844
24	1854	443335
25	1965	451518
26	2021	447151
27	2101	448232
28	2205	454027
29	2269	451714
30	2330	448781
31	2427	452719
32	2523	456348
33	2592	454965
34	2662	453774
35	2734	453016
36	2819	454374
37	2898	454739
38	2947	450453
39	2991	445794
40	3084	448285
41	3174	450312
42	3259	451489
43	3339	452099
44	3427	453613
45	3499	452963
46	3571	452315
47	3668	454851
48	3768	457651
49	3856	458918
50	3943	460018
51	4034	461482
52	4103	460452
53	4178	460147
54	4265	461065
55	4330	459658
56	4415	460382
57	4489	459989
58	4576	460870
59	4666	461956
60	4756	463140
61	4852	464714
62	4940	465563
63	5031	466692
64	5121	467627
65	5206	468092
66	5283	467887
67	5361	467750
68	5451	468558
69	5524	468031
70	5608	468375
71	5688	468343
72	5756	467420
73	5855	468886
74	5948	469927
75	6016	468989
76	6098	469073
77	6176	468975
78	6262	469377
79	6348	469765
80	6455	471742
81	6531	471368
82	6626	472387
83	6686	470920
84	6776	471585
85	6865	472112
86	6955	472707
87	7037	472772
88	7128	473413
89	7212	473635
90	7301	474124
91	7408	475774
92	7489	475702
93	7588	476779
94	7666	476544
95	7750	476631
96	7828	476390
97	7901	475864
98	7980	475662
99	8057	475380
100	8127	474702
101	8180	473013
102	8257	472783
103	8306	470936
104	8399	471586
105	8487	471947
106	8579	472489
107	8650	471923
108	8743	472570
109	8823	472446
110	8895	471955
111	8989	472597
112	9058	471932
113	9151	472510
114	9213	471472
115	9293	471410
116	9369	471102
117	9461	471639
118	9505	469784
119	9597	470299
120	9712	471899
121	9806	472472
122	9885	472343
123	9975	472729
124	10061	472874
125	10146	473004
126	10220	472635
127	10311	473040
128	10406	473606
129	10505	474367
130	10535	471999
131	10617	471984
132	10705	472227
133	10797	472687
134	10874	472430
135	10971	473079
136	11055	473126
137	11136	473069
138	11211	472719
139	11311	473475
140	11408	474069
141	11482	473679
142	11567	473789
143	11659	474133
144	11738	473973
145	11803	473284
146	11842	471516
147	11926	471573
148	12035	472601
149	12099	471868
150	12186	472050
151	12252	471399
152	12349	471960
153	12435	472055
154	12522	472203
155	12603	472136
156	12687	472192
157	12775	472360
158	12854	472221
159	12935	472151
160	12999	471457
161	13076	471244
162	13163	471396
163	13242	471256
164	13318	470995
165	13417	471557
166	13492	471277
167	13575	471263
168	13667	471559
169	13745	471385
170	13811	470794
171	13898	470919
172	13981	470909
173	14081	471503
174	14167	471574
175	14264	472032
176	14335	471621
177	14431	472007
178	14510	471874
179	14614	472526
180	14697	472503
181	14784	472607
182	14842	471784
183	14943	472337
184	15025	472287
185	15114	472461
186	15163	471358
187	15260	471776
188	15339	471638
189	15440	472153
190	15528	472278
191	15604	472034
192	15690	472085
193	15771	471998
194	15844	471678
195	15947	472239
196	16014	471726
197	16112	472132
198	16140	470520
199	16222	470450
200	16300	470282
201	16368	469821
202	16477	470543
203	16555	470376
204	16662	471034
205	16760	471414
206	16859	471817
207	16935	471584
208	17037	472072
209	17120	472049
210	17199	471889
211	17294	472177
212	17382	472260
213	17480	472622
214	17598	473530
215	17711	474287
216	17826	475071
217	17934	475676
218	17969	474341
219	18054	474344
220	18137	474273
221	18228	474435
222	18270	473307
223	18337	472833
224	18410	472529
225	18483	472238
226	18559	472010
227	18637	471833
228	18702	471310
229	18799	471622
230	18886	471673
231	18989	472121
232	19089	472476
233	19175	472514
234	19252	472293
235	19336	472268
236	19368	470962
237	19474	471482
238	19569	471715
239	19640	471362
240	19720	471244
241	19735	469574
242	19812	469378
243	19896	469357
244	19984	469435
245	20054	469086
246	20080	467709
247	20155	467487
248	20232	467303
249	20334	467700
250	20411	467509
251	20455	466582
252	20489	465427
253	20588	465748
254	20613	464419
255	20704	464557
256	20804	464910
257	20886	464840
258	20927	463874
259	21026	464208
260	21132	464671
261	21224	464828
262	21314	464948
263	21389	464730
264	21481	464891
265	21577	465126
266	21655	464981
267	21743	465054
268	21838	465263
269	21914	465070
270	21975	464576
271	21999	463288
272	22080	463201
273	22157	463048
274	22190	461961
275	22254	461540
276	22338	461529
277	22418	461431
278	22499	461356
279	22583	461345
280	22661	461209
281	22730	460899
282	22823	461073
283	22919	461295
284	22991	461042
285	23076	461038
286	23159	461011
287	23250	461134
288	23263	459720
289	23352	459796
290	23421	459488
291	23515	459673
292	23632	460307
293	23706	460098
294	23785	459990
295	23885	460273
296	23964	460171
297	24064	460457
298	24172	460894
299	24258	460917
300	24357	461180
301	24427	460883
302	24474	460165
303	24580	460559
304	24684	460907
305	24768	460888
306	24876	461307
307	24969	461442
308	24998	460417
309	25076	460271
310	25156	460177
311	25175	458972
312	25256	458891
313	25343	458926
314	25438	459112
315	25522	459074
316	25604	459024
317	25700	459213
318	25803	459532
319	25882	459406
320	25959	459262
321	26047	459305
322	26130	459264
323	26219	459331
324	26292	459113
325	26363	458854
326	26437	458646
327	26525	458698
328	26571	458020
329	26587	456813
330	26678	456912
331	26767	456977
332	26838	456746
333	26918	456653
334	27009	456748
335	27105	456922
336	27191	456924
337	27280	456984
338	27351	456739
339	27418	456429
340	27435	455301
341	27516	455222
342	27600	455207
343	27675	455032
344	27759	455009
345	27850	455099
346	27943	455233
347	28029	455241
348	28112	455198
349	28196	455168
350	28273	455026
351	28340	454741
352	28421	454659
353	28530	455041
354	28611	454965
355	28734	455554
356	28752	454481
357	28828	454337
358	28897	454067
359	28968	453842
360	29046	453723
361	29132	453733
362	29221	453780
363	29318	453955
364	29426	454293
365	29468	453624
366	29543	453460
367	29617	453270
368	29712	453411
369	29799	453436
370	29838	452732
371	29947	453078
372	30036	453118
373	30127	453205
374	30209	453135
375	30290	453068
376	30375	453055
377	30459	453029
378	30539	452930
379	30618	452838
380	30707	452879
381	30789	452808
382	30877	452847
383	30972	452969
384	31075	453214
385	31177	453443
386	31316	454209
387	31418	454428
388	31501	454375
389	31529	453541
390	31617	453565
391	31738	454056
392	31832	454160
393	31937	454426
394	31959	453504
395	31996	452799
396	32088	452881
397	32192	453118
398	32260	452862
399	32350	452901
400	32437	452906
401	32534	453049
402	32611	452924
403	32708	453065
404	32793	453040
405	32871	452910
406	32948	452775
407	33031	452732
408	33106	452560
409	33174	452304
410	33236	451973
411	33277	451351
412	33371	451447
413	33420	450937
414	33489	450693
415	33581	450761
416	33667	450755
417	33739	450561
418	33822	450509
419	33889	450252
420	33959	450026
421	34042	449971
422	34127	449951
423	34228	450140
424	34312	450096
425	34326	449150
426	34415	449179
427	34463	448669
428	34550	448677
429	34652	448867
430	34766	449226
431	34855	449254
432	34938	449202
433	35031	449269
434	35120	449305
435	35181	448972
436	35289	449238
437	35389	449393
438	35510	449824
439	35592	449757
440	35625	449080
441	35720	449172
442	35815	449268
443	35898	449216
444	35997	449358
445	36088	449407
446	36200	449707
447	36316	450059
448	36425	450335
449	36533	450578
450	36557	449793
451	36652	449880
452	36761	450146
453	36858	450261
454	36907	449790
455	36994	449777
456	37087	449841
457	37197	450104
458	37313	450440
459	37336	449667
460	37360	448899
461	37449	448902
462	37530	448827
463	37609	448714
464	37692	448666
465	37770	448545
466	37821	448106
467	37965	448775
468	38082	449113
469	38160	448993
470	38235	448843
471	38305	448625
472	38405	448763
473	38498	448824
474	38592	448897
475	38701	449131
476	38784	449071
477	38890	449277
478	38967	449142
479	39069	449297
480	39157	449290
481	39217	448966
482	39302	448925
483	39382	448833
484	39478	448910
485	39562	448862
486	39650	448860
487	39724	448691
488	39812	448679
489	39895	448621
490	39977	448550
491	40072	448618
492	40153	448535
493	40224	448337
494	40316	448363
495	40388	448183
496	40466	448057
497	40573	448259
498	40671	448368
499	40779	448573
500	40820	448051
501	40931	448293
502	41039	448493
503	41106	448252
504	41147	447733
505	41234	447714
506	41330	447789
507	41438	447992
508	41515	447864
509	41593	447745
510	41673	447640
511	41761	447631
512	41856	447688
513	41931	447541
514	42026	447599
515	42119	447637
516	42222	447785
517	42289	447545
518	42393	447703
519	42476	447633
520	42548	447456
521	42642	447502
522	42744	447632
523	42839	447687
524	42923	447631
525	42974	447232
526	43067	447260
527	43132	447007
528	43209	446877
529	43305	446946
530	43405	447054
531	43495	447056
532	43596	447167
533	43692	447239
534	43782	447240
535	43892	447436
536	43998	447606
537	44074	447463
538	44135	447165
539	44225	447166
540	44316	447179
541	44399	447112
542	44511	447324
543	44580	447114
544	44664	447051
545	44759	447103
546	44856	447173
547	44907	446779
548	44998	446788
549	45089	446796
550	45169	446696
551	45243	446537
552	45361	446810
553	45400	446303
554	45499	446383
555	45583	446320
556	45671	446298
557	45766	446348
558	45869	446471
559	45963	446499
560	46059	446558
561	46124	446310
562	46199	446158
563	46286	446118
564	46373	446091
565	46467	446117
566	46550	446043
567	46640	446043
568	46729	446025
569	46816	445990
570	46915	446066
571	47004	446047
572	47101	446104
573	47202	446199
574	47296	446234
575	47387	446233
576	47497	446412
577	47603	446553
578	47702	446624
579	47797	446660
580	47886	446638
581	47968	446549
582	48054	446507
583	48115	446220
584	48211	446262
585	48286	446118
586	48365	446003
587	48476	446179
588	48557	446086
589	48640	446008
590	48734	446027
591	48828	446055
592	48935	446199
593	49012	446062
594	49120	446213
595	49204	446139
596	49288	446074
597	49362	445913
598	49446	445846
599	49537	445837
600	49623	445786
601	49709	445735
602	49821	445914
603	49923	446006
604	50041	446241
605	50138	446279
606	50246	446425
607	50315	446223
608	50416	446300
609	50501	446235
610	50584	446150
611	50678	446170
612	50765	446119
613	50902	446518
614	50988	446461
615	51066	446331
616	51148	446247
617	51243	446264
618	51346	446357
619	51437	446347
620	51530	446349
621	51610	446238
622	51698	446198
623	51778	446095
624	51894	446291
625	51998	446390
626	52077	446267
627	52146	446068
628	52240	446082
629	52330	446052
630	52423	446052
631	52513	446036
632	52623	446180
633	52714	446160
634	52841	446448
635	52936	446464
636	53037	446530
637	53126	446495
638	53207	446392
639	53277	446203
640	53367	446175
641	53461	446177
642	53552	446156
643	53628	446019
644	53697	445815
645	53795	445849
646	53901	445957
647	53995	445958
648	54111	446147
649	54207	446167
650	54295	446121
651	54412	446319
652	54506	446318
653	54594	446273
654	54682	446225
655	54773	446203
656	54899	446464
657	54976	446325
658	55070	446330
659	55137	446114
660	55245	446227
661	55357	446376
662	55430	446199
663	55541	446337
664	55636	446349
665	55728	446333
666	55823	446340
667	55911	446283
668	56018	446386
669	56134	446563
670	56230	446576
671	56314	446490
672	56402	446443
673	56505	446511
674	56616	446637
675	56733	446822
676	56864	447103
677	56977	447248
678	57068	447215
679	57178	447339
680	57259	447226
681	57363	447300
682	57456	447287
683	57553	447303
684	57630	447165
685	57715	447082
686	57793	446951
687	57869	446807
688	57964	446805
689	58046	446704
690	58125	446581
691	58231	446666
692	58321	446628
693	58432	446748
694	58528	446749
695	58639	446872
696	58733	446860
697	58821	446803
698	58914	446792
699	58973	446511
700	59086	446643
701	59218	446925
702	59304	446851
703	59404	446880
704	59501	446893
705	59587	446820
706	59651	446587
707	59748	446592
708	59829	446484
709	59903	446320
710	59986	446229
711	60073	446166
712	60177	446226
713	60271	446211
714	60386	446354
715	60491	446423
716	60575	446332
717	60657	446233
718	60759	446277
719	60847	446214
720	60924	446077
721	61004	445961
722	61102	445974
723	61215	446093
724	61309	446077
725	61394	445998
726	61488	445985
727	61583	445975
728	61685	446015
729	61781	446014
730	61896	446148
731	61993	446149
732	62090	446152
733	62182	446119
734	62255	445954
735	62344	445896
736	62431	445829
737	62524	445803
738	62620	445799
739	62716	445794
740	62798	445689
741	62899	445723
742	62986	445656
743	63088	445691
744	63143	445391
745	63228	445311
746	63316	445249
747	63399	445154
748	63506	445226
749	63597	445183
750	63707	445276
751	63805	445283
752	63889	445190
753	64008	445346
754	64090	445235
755	64197	445303
756	64302	445363
757	64395	445332
758	64515	445487
759	64633	445631
760	64729	445622
761	64814	445533
762	64924	445624
763	65039	445743
764	65134	445722
765	65215	445607
766	65298	445512
767	65388	445460
768	65476	445390
769	65556	445271
770	65641	445186
771	65719	445054
772	65829	445133
773	65941	445231
774	66052	445324
775	66177	445503
776	66291	445609
777	66384	445581
778	66471	445507
779	66594	445670
780	66710	445788
781	66821	445875
782	66951	446083
783	67044	446048
784	67168	446221
785	67267	446222
786	67368	446241
787	67467	446246
788	67583	446357
789	67713	446565
790	67821	446630
791	67913	446582
792	68020	446634
793	68138	446764
794	68225	446685
795	68322	446674
796	68423	446683
797	68515	446635
798	68640	446805
799	68721	446687
800	68814	446649
801	68929	446753
802	69060	446956
803	69157	446946
804	69265	446999
805	69337	446822
806	69424	446744
807	69513	446675
808	69620	446727
809	69729	446782
810	69835	446824
811	69944	446886
812	70037	446845
813	70126	446779
814	70222	446753
815	70322	446752
816	70411	446684
817	70483	446512
818	70567	446411
819	70678	446479
820	70757	446351
821	70858	446355
822	70939	446238
823	71030	446181
824	71128	446171
825	71217	446103
826	71296	445968
827	71387	445911
828	71474	445833
829	71561	445751
830	71643	445641
831	71759	445734
832	71880	445869
833	71973	445823
834	72076	445838
835	72181	445870
836	72290	445919
837	72356	445708
838	72459	445724
839	72546	445640
840	72614	445441
841	72715	445447
842	72844	445620
843	72916	445446
844	73017	445449
845	73130	445527
846	73232	445532
847	73340	445575
848	73462	445705
849	73547	445610
850	73635	445530
851	73751	445624
852	73844	445575
853	73923	445446
854	73989	445237
855	74077	445157
856	74160	445047
857	74288	445210
858	74383	445173
859	74510	445331
860	74627	445423
861	74723	445394
862	74805	445279
863	74887	445163
864	74983	445134
865	75069	445042
866	75153	444942
867	75245	444886
868	75361	444970
869	75458	444946
870	75528	444761
871	75600	444585
872	75686	444498
873	75796	444546
874	75902	444573
875	76014	444632
876	76098	444530
877	76208	444578
878	76279	444400
879	76389	444448
880	76470	444330
881	76538	444132
882	76646	444166
883	76747	444161
884	76849	444164
885	76938	444090
886	77050	444145
887	77139	444072
888	77221	443956
889	77302	443836
890	77408	443861
891	77502	443814
892	77594	443759
893	77691	443725
894	77800	443769
895	77895	443728
896	77992	443698
897	78098	443717
898	78165	443518
899	78257	443459
900	78357	443445
901	78450	443390
902	78552	443391
903	78628	443244
904	78738	443285
905	78853	443357
906	78957	443363
907	79073	443437
908	79170	443406
909	79270	443393
910	79343	443227
911	79428	443126
912	79513	443030
