feature,importance
dep,17.210377353421062
col,10.975648812848489
vma_bucket,7.556063111714361
driver_trajet_family,7.31504440952706
driver_age_bucket,7.134629228826722
catr,6.391065568809128
manv_mode,5.915668238444756
choc_mode,5.7980237711953215
catv_family_4,5.754846867523842
circ,5.5042944799738285
int,4.624032961846105
time_bucket,4.273330447632783
lum,4.081335027368984
agg,3.812930240682541
atm,3.6527094801851345
