feature,importance
dep,26.226799822515286
col,17.46016137842896
vma_bucket,11.152004915596503
int,7.65084306418028
catr,6.99715498936141
catv_family_4,6.227305985770786
circ,4.7650589010153155
driver_trajet_family,3.713071954959619
driver_age_bucket,3.1120247436076234
lum,3.0440446333786695
manv_mode,2.813750843267504
choc_mode,2.5493961505936578
atm,2.075120945060823
time_bucket,1.3108437208304844
agg,0.9024179514330631
