feature,importance
dep,25.20037054377815
col,13.223105873259948
vma_bucket,8.241298802154976
catr,7.765455228839548
circ,6.004630281357338
agg,5.718205144958174
driver_trajet_family,5.626160781537559
catv_family_4,5.532035843248085
driver_age_bucket,4.221581495848451
choc_mode,3.9273050858707594
manv_mode,3.6684537428546697
int,2.856810404284143
lum,2.838823767962053
time_bucket,2.7125020471836514
atm,2.4632609568627224
