feature,importance
dep,17.210377255393162
col,10.975648775584952
vma_bucket,7.556063082137192
driver_trajet_family,7.315044371313612
driver_age_bucket,7.134629204173907
catr,6.3910655314759905
manv_mode,5.915668212951122
choc_mode,5.7980237535815125
catv_family_4,5.754846847842193
circ,5.504294445348669
int,4.624032946050179
time_bucket,4.273330438391305
lum,4.081335010915507
agg,3.8129306567900647
atm,3.6527094680502463
