feature,importance
dep,24.46362551361715
col,15.613998574056287
vma_bucket,14.776911645390173
int,8.476494953744828
catr,8.053255642535419
catv_family_4,4.953402376468314
circ,4.902893830604562
lum,3.669275027388362
driver_trajet_family,3.270440141776411
manv_mode,3.047906915303678
driver_age_bucket,2.6901203061548773
choc_mode,2.362564421860999
atm,1.8540599837281628
time_bucket,1.210820341385066
agg,0.6542303259857486
