feature,importance
dep,22.524887640919435
col,12.347788490522957
vma_bucket,8.50049909754034
catr,7.200343538299874
driver_trajet_family,6.204823528974149
driver_age_bucket,5.645470996199952
catv_family_4,5.354854050613304
circ,5.326111272748341
manv_mode,4.793231820281
choc_mode,4.437530324710831
agg,3.747411753927457
lum,3.6057973287004432
int,3.582565201470604
atm,3.4118622930250972
time_bucket,3.316822662066145
