feature,importance
dep,20.775860250593905
col,12.085769048753255
vma_bucket,8.216008965373552
catr,6.94172112905494
driver_trajet_family,6.391555512460083
driver_age_bucket,6.098236660421594
catv_family_4,5.481604896202732
circ,5.318889177718594
manv_mode,5.0598166616468845
choc_mode,4.912460794028545
int,3.93942959552966
lum,3.88579043251466
time_bucket,3.831124683329645
atm,3.6894272445874288
agg,3.3723049477843774
