iter	Logloss
0	0.685760641
1	0.6800056637
2	0.672749683
3	0.6662628074
4	0.6605999282
5	0.6552833879
6	0.6498737196
7	0.6444103044
8	0.6392303901
9	0.6340918137
10	0.630577747
11	0.625765211
12	0.6217393006
13	0.6175048195
14	0.6139470404
15	0.6102810107
16	0.6071586216
17	0.6038548572
18	0.6002908604
19	0.5972072669
20	0.5944934551
21	0.591586514
22	0.5885414757
23	0.5857067669
24	0.5833202836
25	0.5810740904
26	0.5787332077
27	0.5768614737
28	0.5747504731
29	0.5727683012
30	0.5711028018
31	0.5695541705
32	0.5675604939
33	0.5661084705
34	0.5647839497
35	0.5631457246
36	0.5617766939
37	0.5603771868
38	0.5589723741
39	0.5577564583
40	0.5562926445
41	0.5551491762
42	0.5537429107
43	0.5525496131
44	0.5513250611
45	0.5503603411
46	0.549295262
47	0.5484483535
48	0.5473669677
49	0.5463285483
50	0.5452810564
51	0.5445214694
52	0.5437289995
53	0.5427361817
54	0.5421577157
55	0.5411541225
56	0.5403122909
57	0.5395933916
58	0.5391651951
59	0.538547083
60	0.5377604441
61	0.5372279188
62	0.5367828999
63	0.5361503423
64	0.5358389467
65	0.5351390405
66	0.5345717376
67	0.533936736
68	0.5334575364
69	0.5329612313
70	0.5323550149
71	0.5318228881
72	0.5312576068
73	0.5307571054
74	0.5302830229
75	0.5298391318
76	0.5293397473
77	0.5289385207
78	0.5285522817
79	0.5282626614
80	0.5279093501
81	0.5276269267
82	0.5273570486
83	0.5270604529
84	0.5269488818
85	0.5266583129
86	0.5264147474
87	0.5261298935
88	0.5258832005
89	0.5255384537
90	0.5253019657
91	0.5249655683
92	0.5247732403
93	0.5244858557
94	0.524247228
95	0.5239468894
96	0.5236994121
97	0.5234915116
98	0.5233198062
99	0.5230770819
100	0.5228899196
101	0.5226797564
102	0.5225142925
103	0.5222725565
104	0.5220308174
105	0.5218469813
106	0.5216338419
107	0.5213918008
108	0.5212499808
109	0.521104423
110	0.520945939
111	0.5208165944
112	0.5207356311
113	0.5205342967
114	0.5203539501
115	0.5202182496
116	0.5200896338
117	0.5199363259
118	0.5197720229
119	0.5196389434
120	0.5194976355
121	0.5193036939
122	0.5190898669
123	0.5189805355
124	0.5188428945
125	0.518726091
126	0.5186033073
127	0.5184532204
128	0.5183369419
129	0.5181629195
130	0.517968964
131	0.5178631793
132	0.5177102799
133	0.5175973694
134	0.5174645963
135	0.5174345383
136	0.5173246938
137	0.5171841196
138	0.5171025647
139	0.5169824596
140	0.5168443988
141	0.5167398322
142	0.5166677424
143	0.5165621227
144	0.5164767188
145	0.5164356287
146	0.516333282
147	0.5162401835
148	0.5161581269
149	0.516077581
150	0.5160124054
151	0.515944323
152	0.5158787632
153	0.5158354217
154	0.5157188771
155	0.5156260546
156	0.5155417501
157	0.5154373943
158	0.5153538709
159	0.5153205907
160	0.5151840025
161	0.5150952925
162	0.5150387913
163	0.5149860507
164	0.5148889514
165	0.5148319979
166	0.5147632178
167	0.5146868272
168	0.5146560097
169	0.5146150918
170	0.5145775252
171	0.5145369829
172	0.5145239867
173	0.5144662992
174	0.5144069169
175	0.5143614535
176	0.5142994889
177	0.514239245
178	0.5141868207
179	0.5141249012
180	0.5140582315
181	0.5140089314
182	0.5139270739
183	0.5138957048
184	0.5138529927
185	0.5138087834
186	0.5137875774
187	0.5137132939
188	0.5136499781
189	0.5136045534
190	0.5135767295
191	0.513544191
192	0.5134687731
193	0.513452416
194	0.5133933773
195	0.5133684683
196	0.5133218266
197	0.5133027249
198	0.5132550871
199	0.5132230587
200	0.5131986329
201	0.5131654586
202	0.5131500145
203	0.5130880327
204	0.5130544317
205	0.5129884817
206	0.5129815055
207	0.512950325
208	0.5129171504
209	0.5128917205
210	0.5128107806
211	0.5127550084
212	0.5127067011
213	0.5126698816
214	0.5126173929
215	0.5125850756
216	0.5125823172
217	0.5125518418
218	0.5124954313
219	0.512426718
220	0.5123908138
221	0.5123835437
222	0.512355134
223	0.5123063581
224	0.5122953627
225	0.5122555525
226	0.5122238062
227	0.5121917561
228	0.5121522413
229	0.5121256099
230	0.5120833716
231	0.5120463366
232	0.5119848606
233	0.5119472245
234	0.5118905527
235	0.5118514361
236	0.5118354917
237	0.5118130585
238	0.5117844324
239	0.5117734326
240	0.5117291794
241	0.5117045114
242	0.5116858117
243	0.5116802938
244	0.5116489108
245	0.5116393715
246	0.5115746649
247	0.5115236424
248	0.5115078409
249	0.5114689413
250	0.5113905055
251	0.5113828118
252	0.5113575054
253	0.5113080424
254	0.5112966547
255	0.5112665261
256	0.5112405064
257	0.5112074273
258	0.5112005039
259	0.5111917035
260	0.5111601793
261	0.5111292986
262	0.5110917843
263	0.5110713788
264	0.5110244422
265	0.5109928689
266	0.5109648503
267	0.5109244202
268	0.5108958974
269	0.510888416
270	0.510835826
271	0.5107729468
272	0.5107605063
273	0.5107440501
274	0.5107030996
275	0.5106917009
276	0.510675535
277	0.5106602436
278	0.5106233289
279	0.5105953334
280	0.5105764041
281	0.5105417124
282	0.5105232956
283	0.5104923515
