feature,importance
dep,27.75302204088522
col,13.845350155040997
vma_bucket,11.110430684457128
int,9.823295564580958
circ,7.92402550679522
catv_family_4,6.111578401541982
catr,5.8796446244855645
driver_age_bucket,3.837861773420081
manv_mode,3.4578851209339434
driver_trajet_family,3.386870544714199
lum,3.1787231311250332
choc_mode,1.6716840827845942
atm,1.3539293105694712
time_bucket,0.4917497731376279
agg,0.17394928552793973
