feature,importance
dep,20.834501958203063
col,12.022336086331533
vma_bucket,8.25473253110002
catr,6.995618004732473
driver_trajet_family,6.394999789675379
driver_age_bucket,6.000003410346448
catv_family_4,5.496900418328309
circ,5.322359559523374
manv_mode,5.061887908262895
choc_mode,4.903835879794378
int,3.9680849789680783
lum,3.918131763653831
time_bucket,3.7805847496121197
atm,3.695407000866371
agg,3.350615960601826
