feature,importance
dep,19.170720716839806
col,11.323781573251603
catr,7.5550193120423605
vma_bucket,7.364809805050428
driver_trajet_family,6.563365740646553
circ,6.359822236538085
driver_age_bucket,5.779006915367006
manv_mode,5.579191356426486
catv_family_4,5.445590880886128
choc_mode,5.129320454484308
int,4.665869134637738
agg,4.465422251219095
time_bucket,3.578989458517685
lum,3.5412808377031473
atm,3.4778093263892567
