feature,importance
dep,20.834600327089806
col,12.022338402426433
vma_bucket,8.254904292402257
catr,6.995730644106523
driver_trajet_family,6.395093904539904
driver_age_bucket,6.000075623492967
catv_family_4,5.49663835670174
circ,5.322453253203599
manv_mode,5.061711150309755
choc_mode,4.903725960361839
int,3.968322266690024
lum,3.918084267157126
time_bucket,3.780421332227013
atm,3.695358489850782
agg,3.3505417294402786
