feature,importance
dep,17.210376893723282
col,10.975661141849516
vma_bucket,7.5560728799222305
driver_trajet_family,7.315052094366079
driver_age_bucket,7.134636371642425
catr,6.39107575999723
manv_mode,5.915674393144648
choc_mode,5.7980296059466845
catv_family_4,5.7548531400805745
circ,5.504251544037167
int,4.6240380304077435
time_bucket,4.2733350676902075
lum,4.081335151865335
agg,3.812894710811663
atm,3.65271321451535
