feature,importance
dep,22.59752681165491
col,12.382378153868261
vma_bucket,8.55912623847386
catr,7.2223346176630505
driver_trajet_family,6.1079207725646
driver_age_bucket,5.637951966180545
catv_family_4,5.389936485722107
circ,5.351453913442476
manv_mode,4.7204992274024375
choc_mode,4.41511628962806
agg,3.7841351852946405
lum,3.6000044688260147
int,3.566993322449991
atm,3.410876240952673
time_bucket,3.253746305876268
