feature,importance
dep,30.742454545875926
circ,12.233031630366023
vma_bucket,12.172002478797912
col,8.950915452612389
catr,6.859920840268959
int,6.518133572963027
catv_family_4,6.211993845500647
choc_mode,4.338887885244174
manv_mode,3.0879885509832987
driver_trajet_family,2.488615644201062
driver_age_bucket,2.44945133743604
lum,2.3145853862311476
atm,0.967352122011205
time_bucket,0.4068288532955312
agg,0.25783785421266703
